,host_id,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
2945,199638619,4.89,4.91,4.86,4.96,4.97,4.97,4.83
2946,199638619,4.9,4.87,4.89,4.9,4.9,4.94,4.73
2947,195537,4.75,4.9,4.55,4.95,4.95,4.9,4.5
2948,9934252,,,,,,,
2949,226533266,4.61,4.69,4.42,4.86,4.92,4.75,4.25
2950,226859324,4.9,4.92,4.85,4.94,4.93,4.83,4.81
2951,4443833,4.79,4.83,4.88,4.89,4.83,4.53,4.7
2952,101856083,4.47,4.61,4.4,4.74,4.74,4.75,4.25
2953,111736939,4.69,4.72,4.74,4.99,4.96,4.78,4.61
2954,85420364,4.76,4.91,4.74,4.9,4.83,4.95,4.63
2955,85420364,4.78,4.75,4.75,4.85,4.76,4.93,4.58
2956,20051404,4.71,4.71,4.14,4.86,5.0,4.57,4.43
2957,224101212,4.96,4.96,4.91,4.96,5.0,4.96,4.74
2958,4361902,4.89,4.79,4.89,5.0,4.84,4.84,4.58
2959,11990077,5.0,5.0,5.0,4.9,5.0,5.0,4.5
2960,227640350,4.85,4.83,5.0,4.98,4.93,4.72,4.61
2961,23824257,4.69,4.36,4.61,4.33,4.39,5.0,4.5
2962,44498272,4.93,5.0,4.87,5.0,4.87,5.0,4.87
2963,4844634,4.68,4.76,4.53,4.76,4.76,4.76,4.53
2964,228056341,4.85,4.92,4.87,4.93,4.98,4.88,4.64
2965,115026554,,,,,,,
2966,115026554,4.0,4.5,4.5,4.5,4.0,4.0,4.0
2967,198405490,4.88,4.91,4.85,4.85,4.88,5.0,4.62
2968,228217790,3.67,3.67,5.0,2.33,2.33,3.33,3.67
2969,156790830,4.89,4.92,4.9,4.81,4.93,4.88,4.69
2970,1522654,4.43,4.71,4.43,5.0,5.0,4.57,4.57
2971,1442073,4.86,4.71,4.57,4.57,4.86,4.71,4.43
2972,228692066,4.92,4.94,4.93,4.93,4.93,4.93,4.85
2973,14706918,4.92,4.92,4.96,4.88,4.96,4.63,4.79
2974,45057037,5.0,5.0,4.86,5.0,5.0,5.0,4.86
2975,7134355,4.98,4.98,4.99,4.97,5.0,4.94,4.81
2976,1619130,4.89,4.94,4.83,4.89,5.0,4.56,4.72
2977,223790843,,,,,,,
2978,33765320,4.67,5.0,4.67,5.0,5.0,4.83,4.5
2979,104911775,4.86,4.57,4.71,4.86,4.86,4.57,4.43
2980,4230303,4.87,4.73,4.73,4.93,5.0,4.8,4.47
2981,33755999,4.95,4.92,4.93,4.99,4.99,4.94,4.68
2982,11654284,5.0,5.0,5.0,5.0,5.0,5.0,4.83
2983,10789364,4.73,4.77,4.73,4.64,4.73,4.82,4.68
2984,117820649,,,,,,,
2985,2579930,5.0,5.0,5.0,5.0,5.0,5.0,4.67
2986,229836829,4.0,4.0,3.0,4.67,4.33,4.0,3.67
2987,226181266,4.78,4.74,4.7,4.92,4.85,4.99,4.63
2988,50597448,4.86,5.0,4.86,5.0,5.0,4.43,4.57
2989,230153935,4.85,4.92,4.38,4.85,5.0,4.54,4.62
2990,228208519,4.88,4.92,4.92,4.93,4.92,4.87,4.68
2991,228208519,4.78,4.75,4.86,4.82,4.81,4.76,4.51
2992,18983543,5.0,5.0,4.91,4.82,5.0,4.82,5.0
2993,151062320,4.55,4.71,4.58,4.62,4.51,4.81,4.55
2994,203731852,4.8,4.84,4.89,4.86,4.91,4.75,4.57
2995,223476936,4.35,4.53,4.25,4.78,4.55,4.84,4.2
2996,17584726,4.95,4.98,4.99,4.99,4.98,4.8,4.79
2997,198405490,4.88,4.88,4.92,4.8,4.8,5.0,4.68
2998,228056341,4.71,4.75,4.73,4.92,4.94,4.83,4.54
2999,42676970,4.84,4.58,5.0,4.95,4.92,4.68,4.53
3000,230691342,4.86,5.0,4.71,5.0,5.0,4.71,4.71
3001,9521903,4.75,4.75,4.7,5.0,5.0,5.0,4.45
3002,33828868,5.0,4.86,4.86,5.0,4.86,4.29,4.43
3003,49078267,5.0,5.0,5.0,5.0,5.0,5.0,4.96
3004,49078267,4.98,4.97,5.0,5.0,5.0,4.98,4.86
3005,3357860,4.93,4.9,4.91,4.96,4.96,4.79,4.67
3006,31539718,4.91,4.95,4.95,4.95,4.86,4.86,4.59
3007,32218529,4.91,5.0,4.91,5.0,5.0,4.64,4.82
3008,22535919,5.0,5.0,4.71,5.0,5.0,4.57,4.57
3009,126221530,5.0,5.0,5.0,5.0,5.0,5.0,4.84
3010,3409554,4.97,4.94,4.98,4.98,4.99,4.89,4.84
3011,37806139,5.0,5.0,4.88,5.0,5.0,4.88,4.88
3012,9072052,4.0,4.13,4.38,4.25,4.38,4.63,3.63
3013,4108456,4.85,4.92,4.77,4.85,5.0,4.69,4.77
3014,14509904,4.83,4.86,4.79,4.95,4.96,4.98,4.64
3015,65859990,4.38,4.5,4.25,4.0,4.88,4.88,4.63
3016,8867901,5.0,5.0,5.0,4.8,5.0,4.8,4.7
3017,232131139,4.94,4.97,5.0,4.97,4.94,4.99,4.85
3018,232136059,4.93,4.91,4.95,4.94,4.92,4.94,4.8
3019,7091399,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3020,19285283,5.0,4.98,5.0,5.0,5.0,4.93,4.89
3021,16828309,4.88,4.96,4.71,4.92,5.0,4.96,4.67
3022,24858944,4.75,5.0,5.0,5.0,5.0,4.75,4.0
3023,217577916,4.44,4.63,4.71,4.64,4.42,4.95,4.45
3024,217577916,4.5,4.71,4.68,4.66,4.41,4.92,4.44
3025,175483960,4.79,4.79,4.84,4.89,4.89,4.95,4.42
3026,71165306,5.0,5.0,5.0,5.0,5.0,5.0,4.75
3027,159220160,4.85,4.79,4.73,4.91,4.94,4.82,4.6
3028,210872154,4.9,4.93,4.93,4.98,4.95,4.88,4.71
3029,233390046,4.93,4.97,4.97,4.97,4.93,4.97,4.79
3030,233838549,4.82,4.75,4.97,4.97,4.96,4.74,4.72
3031,6799830,4.73,4.82,4.27,4.91,4.91,4.91,4.45
3032,9264717,5.0,4.92,4.83,5.0,5.0,5.0,4.92
3033,233390046,4.96,4.97,4.99,5.0,5.0,5.0,4.91
3034,16707861,4.94,4.97,4.94,4.97,5.0,4.78,4.72
3035,14358485,4.81,4.86,4.76,5.0,5.0,4.9,4.52
3036,141648682,4.9,4.9,4.88,4.95,4.95,4.92,4.76
3037,234917110,4.34,4.49,4.16,4.87,4.7,4.89,4.11
3038,4041221,4.83,4.79,4.79,4.79,4.96,4.9,4.52
3039,18482089,,,,,,,
3040,13820826,4.89,4.89,4.67,4.78,5.0,5.0,4.78
3041,235406893,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3042,235406893,5.0,4.94,5.0,5.0,5.0,5.0,4.78
3043,235406893,4.89,5.0,5.0,5.0,5.0,5.0,4.89
3044,6983078,4.94,4.89,5.0,5.0,5.0,4.89,4.83
3045,26688955,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3046,33217887,5.0,5.0,4.94,4.94,4.94,4.82,4.94
3047,7679635,,,,,,,
3048,4145047,4.79,4.86,4.21,4.93,5.0,5.0,4.79
3049,227214431,5.0,5.0,5.0,4.86,5.0,5.0,5.0
3050,22237706,5.0,5.0,4.5,5.0,5.0,5.0,4.75
3051,4237150,4.57,4.63,4.43,4.86,4.71,4.63,4.54
3052,14537613,4.86,4.83,4.81,4.93,4.93,4.95,4.56
3053,22033000,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3054,46827833,5.0,5.0,4.8,4.4,5.0,5.0,4.0
3055,237046264,4.86,4.89,4.86,4.97,4.97,4.74,4.54
3056,15596641,5.0,4.9,4.9,4.9,5.0,4.9,4.8
3057,141349719,4.96,4.96,4.9,4.95,4.95,4.75,4.7
3058,12961955,5.0,5.0,5.0,5.0,5.0,5.0,4.87
3059,534213,4.92,4.85,4.92,4.92,5.0,5.0,4.69
3060,237857503,4.92,4.93,4.97,4.96,4.9,4.98,4.78
3061,20814012,,,,,,,
3062,238122037,4.9,4.9,4.91,4.89,4.82,4.95,4.79
3063,156790830,4.88,5.0,4.94,4.88,5.0,4.94,4.53
3064,2890590,5.0,4.89,4.89,4.78,5.0,5.0,4.67
3065,107740899,4.33,4.33,4.0,5.0,5.0,5.0,4.67
3066,4359905,4.86,4.71,4.86,4.86,5.0,4.71,4.79
3067,16054546,4.96,5.0,4.88,4.96,5.0,4.92,4.63
3068,139066154,4.5,4.58,4.47,4.54,4.54,4.89,4.43
3069,15860061,4.83,4.9,4.85,5.0,5.0,5.0,4.73
3070,7700466,4.77,4.86,5.0,5.0,5.0,4.95,4.73
3071,137637756,5.0,4.89,4.89,4.89,5.0,4.78,4.89
3072,239043602,5.0,4.96,5.0,5.0,5.0,4.9,4.92
3073,237150404,4.55,4.64,4.55,4.59,4.73,4.86,4.32
3074,237150404,4.17,4.25,4.42,4.58,4.5,4.83,4.17
3075,237150404,4.56,4.72,4.41,4.78,4.75,4.81,4.38
3076,237150727,4.62,4.76,4.56,4.79,4.85,4.78,4.64
3077,237150727,4.43,4.62,4.3,4.65,4.78,4.62,4.49
3078,237150996,4.43,4.6,4.41,4.72,4.64,4.96,4.55
3079,237150996,4.25,4.42,4.01,4.7,4.67,4.85,4.24
3080,237150996,4.54,4.76,4.41,4.81,4.81,4.96,4.66
3081,237150996,4.15,4.54,4.23,4.81,4.65,4.88,4.35
3082,2144134,4.63,5.0,4.5,5.0,5.0,4.75,4.5
3083,5653882,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3084,239764380,4.61,4.79,4.43,4.75,4.64,4.39,4.5
3085,234341085,4.67,5.0,5.0,4.67,4.33,5.0,5.0
3086,17190786,4.75,4.75,5.0,5.0,4.75,5.0,4.25
3087,181908745,4.89,4.91,4.85,4.94,4.9,4.95,4.74
3088,93268250,4.56,4.81,4.56,4.88,4.81,4.75,4.5
3089,198405490,4.89,4.89,4.83,4.93,4.96,5.0,4.61
3090,25182441,4.98,4.97,5.0,4.99,4.99,4.98,4.83
3091,60385193,5.0,4.91,4.91,5.0,5.0,4.91,4.73
3092,117820649,5.0,5.0,5.0,5.0,5.0,5.0,4.5
3093,5042513,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3094,4668971,4.73,4.91,4.36,5.0,5.0,4.18,4.45
3095,10886849,4.86,4.81,4.62,4.95,4.9,4.95,4.81
3096,76555617,4.95,4.95,4.96,5.0,5.0,5.0,4.88
3097,241449179,4.9,4.88,4.81,4.94,4.98,4.95,4.77
3098,241449179,4.81,4.76,4.85,4.92,4.95,4.9,4.65
3099,241484665,4.97,4.95,4.98,4.97,5.0,4.83,4.78
3100,117820649,,,,,,,
3101,241644101,4.57,4.86,5.0,4.86,5.0,5.0,4.29
3102,241644101,4.88,4.9,4.95,5.0,4.93,5.0,4.69
3103,241644101,4.75,4.75,4.5,5.0,5.0,5.0,4.75
3104,241644101,4.8,4.4,4.8,4.8,4.6,4.6,3.8
3105,241644101,,,,,,,
3106,241644101,2.0,2.0,5.0,5.0,5.0,5.0,3.0
3107,241644101,5.0,4.75,5.0,5.0,5.0,4.75,5.0
3108,241644101,,,,,,,
3109,241644101,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3110,241644101,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3111,241644101,,,,,,,
3112,241644101,4.0,5.0,5.0,5.0,5.0,5.0,5.0
3113,241644101,4.67,4.5,4.83,4.83,4.83,4.83,4.5
3114,241644101,5.0,5.0,5.0,5.0,5.0,4.5,5.0
3115,4684764,4.87,4.92,4.92,4.95,4.95,4.89,4.67
3116,4684764,4.79,4.9,4.9,4.95,4.95,4.81,4.7
3117,7912474,4.73,4.91,4.64,4.95,4.95,4.73,4.82
3118,242262009,4.63,4.74,4.11,4.84,4.89,4.84,4.53
3119,93048035,4.96,4.91,4.96,4.83,4.78,4.65,4.83
3120,2881513,4.63,4.88,4.63,4.75,4.88,4.88,4.38
3121,71326897,5.0,5.0,5.0,5.0,5.0,4.67,5.0
3122,242886512,4.91,4.93,4.93,4.92,4.92,4.68,4.9
3123,240660599,5.0,5.0,5.0,4.0,5.0,5.0,5.0
3124,241819753,5.0,5.0,4.0,5.0,4.0,5.0,5.0
3125,241819753,5.0,5.0,5.0,5.0,4.8,5.0,5.0
3126,243419758,4.79,4.77,4.88,4.97,4.97,4.92,4.45
3127,243419758,4.82,4.82,4.82,5.0,4.91,4.82,4.82
3128,23731358,5.0,5.0,5.0,5.0,4.86,5.0,4.57
3129,104518399,4.88,4.97,4.88,4.94,4.97,4.97,4.76
3130,15343211,4.75,5.0,4.5,5.0,5.0,4.5,4.75
3131,243087395,4.84,4.88,4.79,4.91,4.91,4.68,4.6
3132,222356269,4.66,4.56,4.76,4.61,4.66,4.9,4.56
3133,222356269,4.84,4.82,4.73,4.76,4.82,4.96,4.67
3134,46433878,5.0,4.89,4.94,4.89,5.0,4.89,4.83
3135,37347310,4.98,4.93,5.0,4.98,4.95,4.86,4.73
3136,28739230,5.0,5.0,5.0,4.75,4.88,5.0,4.75
3137,203731852,4.62,4.73,4.7,4.7,4.57,4.57,4.41
3138,4179318,5.0,5.0,4.9,4.95,5.0,5.0,4.71
3139,20227269,5.0,5.0,4.77,4.92,5.0,5.0,4.69
3140,245119545,5.0,4.88,5.0,5.0,5.0,4.88,4.75
3141,245267147,4.31,4.47,4.1,4.52,4.49,4.72,4.46
3142,245267147,4.34,4.63,4.18,4.69,4.71,4.81,4.51
3143,245267147,4.38,4.64,4.34,4.53,4.43,4.7,4.36
3144,245267147,4.13,4.38,3.92,4.21,4.17,4.58,4.08
3145,245267147,4.49,4.66,4.49,4.63,4.78,4.8,4.49
3146,245267147,4.38,4.7,4.17,4.55,4.55,4.83,4.43
3147,245267147,4.63,4.76,4.59,4.75,4.76,4.82,4.57
3148,245267147,4.54,4.81,4.57,4.73,4.73,4.86,4.22
3149,245267147,4.32,4.77,4.5,4.73,4.45,4.91,4.32
3150,245267147,4.43,4.68,4.37,4.42,4.57,4.63,4.23
3151,245267147,4.31,4.55,4.42,4.53,4.47,4.74,4.12
3152,245267147,4.43,4.58,4.26,4.67,4.6,4.85,4.44
3153,19781399,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3154,18918467,4.88,4.92,4.92,4.92,5.0,4.73,4.69
3155,51565809,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3156,3077295,5.0,5.0,4.89,5.0,4.89,4.33,4.56
3157,22701985,4.85,4.9,4.45,4.95,4.9,4.9,4.8
3158,104149310,4.8,4.87,4.67,4.87,5.0,4.8,4.33
3159,245938143,4.89,4.89,4.86,4.92,4.94,4.95,4.62
3160,143288682,5.0,5.0,5.0,4.75,5.0,5.0,5.0
3161,12249725,4.86,4.93,4.93,5.0,5.0,4.57,4.64
3162,30307172,5.0,5.0,5.0,4.8,5.0,5.0,5.0
3163,246569156,4.88,4.98,5.0,4.88,5.0,4.85,4.85
3164,40419840,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3165,215159267,4.92,4.92,4.69,4.85,4.92,4.92,4.46
3166,220111503,4.86,4.86,5.0,5.0,5.0,4.71,4.57
3167,221374705,4.9,4.86,4.93,4.88,4.88,4.93,4.75
3168,156772850,4.83,4.83,4.92,4.92,4.92,4.67,4.42
3169,247427991,4.87,4.92,4.76,4.94,4.97,4.94,4.79
3170,203731852,5.0,5.0,5.0,5.0,5.0,5.0,3.0
3171,9736191,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3172,58983438,5.0,5.0,5.0,5.0,5.0,5.0,4.0
3173,7727479,4.8,4.8,3.8,5.0,5.0,5.0,5.0
3174,248151268,4.71,4.84,4.78,4.91,4.93,4.93,4.51
3175,8801297,4.89,4.97,4.94,4.94,4.96,4.77,4.78
3176,35003425,4.96,4.92,4.87,4.96,4.95,4.72,4.78
3177,248403712,4.54,4.86,4.51,4.8,4.74,4.8,4.46
3178,16269224,5.0,4.67,4.67,5.0,5.0,4.67,4.67
3179,79394277,5.0,4.92,5.0,5.0,5.0,4.92,4.92
3180,248594626,4.83,5.0,5.0,5.0,4.83,4.83,4.33
3181,4513007,5.0,4.97,5.0,5.0,5.0,4.88,4.94
3182,22508029,,,,,,,
3183,61515859,5.0,5.0,5.0,5.0,5.0,4.8,5.0
3184,17415216,4.67,4.92,4.92,4.67,4.75,4.25,4.67
3185,248992792,5.0,4.93,4.93,4.93,4.87,4.47,4.67
3186,10483759,5.0,5.0,4.91,5.0,5.0,4.64,4.55
3187,23158253,5.0,4.93,4.93,4.87,5.0,4.73,4.67
3188,17280723,5.0,5.0,4.83,5.0,5.0,4.5,4.67
3189,52650619,5.0,4.98,4.99,4.94,4.96,4.69,4.75
3190,94766363,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3191,47770842,4.56,4.52,4.63,4.75,4.64,4.34,4.41
3192,9578096,4.9,5.0,4.9,4.9,4.9,5.0,4.7
3193,19063095,5.0,5.0,4.94,5.0,5.0,4.94,4.61
3194,249828335,4.7,4.6,4.8,5.0,5.0,4.7,4.6
3195,172000244,,,,,,,
3196,34516326,4.75,5.0,4.5,5.0,5.0,4.75,4.25
3197,77540373,,,,,,,
3198,100504574,5.0,5.0,5.0,5.0,5.0,5.0,4.0
3199,4977985,5.0,5.0,5.0,4.8,5.0,5.0,4.8
3200,68783888,5.0,5.0,4.83,5.0,5.0,4.92,4.75
3201,3674207,4.6,4.8,5.0,5.0,5.0,4.8,4.2
3202,24700402,4.89,4.93,4.92,4.99,4.97,4.79,4.76
3203,23702951,5.0,5.0,5.0,5.0,5.0,4.6,4.6
3204,2847616,4.86,4.8,4.8,4.9,4.92,4.82,4.74
3205,2847616,4.85,4.85,4.89,4.93,5.0,4.89,4.74
3206,8088712,4.9,4.9,4.97,4.9,4.97,4.93,4.66
3207,251729623,4.17,4.21,4.42,4.5,4.13,4.67,4.0
3208,251533418,4.5,4.67,4.75,4.5,4.67,4.33,4.33
3209,13764503,4.55,4.4,4.95,4.9,4.85,4.8,3.95
3210,244695471,4.77,4.77,4.87,4.85,4.88,4.76,4.7
3211,4605318,4.93,4.96,4.84,4.96,4.94,4.71,4.66
3212,251983944,4.56,4.71,4.61,4.77,4.71,4.9,4.33
3213,16321910,5.0,5.0,5.0,5.0,5.0,4.57,4.57
3214,4082004,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3215,58230511,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3216,21759074,5.0,5.0,5.0,5.0,5.0,4.57,4.71
3217,613779,5.0,5.0,4.91,4.91,5.0,4.91,4.73
3218,23660890,5.0,4.96,4.92,4.96,5.0,4.83,4.63
3219,8706910,4.97,4.97,4.95,4.98,5.0,5.0,4.81
3220,87059310,4.88,5.0,4.88,5.0,4.88,4.81,4.75
3221,28011109,4.83,5.0,5.0,4.67,5.0,4.83,4.33
3222,252993821,5.0,5.0,4.6,5.0,5.0,4.4,4.0
3223,68255627,4.91,4.94,4.95,4.99,4.99,4.69,4.74
3224,253219704,4.92,4.92,4.82,4.97,4.98,4.86,4.7
3225,243118788,4.31,4.47,4.47,4.81,4.88,4.69,4.44
3226,253244871,5.0,5.0,5.0,5.0,5.0,5.0,4.6
3227,46697571,4.98,4.91,4.98,5.0,5.0,4.98,4.8
3228,253668218,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3229,201077336,4.97,5.0,4.94,5.0,5.0,4.97,4.66
3230,4412129,4.75,4.75,4.75,4.5,4.75,5.0,4.5
3231,253837793,4.96,4.96,4.96,4.96,4.96,5.0,4.74
3232,7351191,4.82,4.87,4.59,4.95,4.96,4.85,4.67
3233,35087642,4.73,4.87,4.73,5.0,5.0,4.8,4.8
3234,56376958,4.67,5.0,4.33,5.0,5.0,5.0,4.67
3235,249828335,5.0,5.0,5.0,5.0,5.0,5.0,4.67
3236,249828335,4.89,4.95,4.95,4.89,4.84,4.74,4.74
3237,73937898,4.59,4.78,4.83,4.9,4.9,4.51,4.55
3238,67605189,5.0,4.9,5.0,5.0,5.0,4.7,4.9
3239,80868832,,,,,,,
3240,75965589,5.0,5.0,5.0,5.0,5.0,4.85,4.85
3241,176320082,4.41,4.56,4.51,4.66,4.52,4.79,4.22
3242,6099896,4.81,4.95,4.57,4.95,4.9,4.67,4.67
3243,46439693,4.67,4.67,4.67,4.67,4.67,4.67,4.83
3244,255928301,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3245,24344396,5.0,4.73,4.82,4.82,4.82,4.82,4.45
3246,256030214,4.83,4.78,4.94,4.89,4.78,4.94,4.22
3247,40033654,5.0,5.0,4.92,5.0,5.0,4.77,5.0
3248,13764503,4.8,4.6,5.0,4.8,5.0,5.0,4.4
3249,244695471,4.63,4.71,4.69,4.77,4.66,4.59,4.47
3250,3411711,4.89,4.95,4.99,4.96,4.98,4.75,4.9
3251,256615763,4.96,4.99,4.97,4.98,4.98,5.0,4.85
3252,190794929,4.93,4.91,4.88,4.95,4.97,4.73,4.77
3253,255939169,5.0,5.0,4.86,5.0,5.0,4.5,4.43
3254,142536057,4.75,4.5,4.5,4.75,4.5,4.5,4.0
3255,244695471,4.78,4.93,4.85,4.89,4.85,4.81,4.7
3256,66293562,5.0,5.0,5.0,4.86,5.0,5.0,4.86
3257,27205400,5.0,5.0,5.0,5.0,5.0,4.67,5.0
3258,254572671,4.89,4.88,4.96,4.96,4.98,4.8,4.71
3259,13142543,4.86,4.94,4.85,4.98,4.94,4.83,4.67
3260,7942509,4.92,5.0,4.92,5.0,5.0,5.0,4.83
3261,244695471,4.61,4.73,4.63,4.76,4.72,4.63,4.52
3262,257554404,4.83,4.58,4.42,4.67,4.58,4.83,4.42
3263,7942509,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3264,190794929,4.87,4.95,4.92,5.0,4.94,4.74,4.77
3265,27481927,4.71,4.86,4.29,5.0,5.0,4.57,4.86
3266,258129522,4.72,4.88,4.44,4.92,4.88,4.76,4.52
3267,236139470,5.0,4.88,5.0,5.0,5.0,4.75,4.88
3268,44156108,5.0,5.0,4.92,5.0,5.0,5.0,4.83
3269,258734095,4.93,5.0,4.79,5.0,5.0,5.0,4.86
3270,35529657,5.0,4.91,4.91,4.82,4.82,5.0,4.73
3271,9598561,5.0,4.8,4.6,4.8,5.0,4.8,4.8
3272,123856958,5.0,5.0,5.0,5.0,5.0,3.0,3.0
3273,101700827,4.82,5.0,4.73,5.0,4.82,4.91,4.73
3274,9049170,5.0,4.8,5.0,5.0,5.0,4.8,5.0
3275,208405723,4.59,4.73,4.82,4.64,4.73,4.64,4.68
3276,13693219,4.67,5.0,4.33,5.0,5.0,4.33,4.33
3277,2028878,4.69,4.74,4.62,4.87,4.87,5.0,4.49
3278,2028878,4.35,4.7,4.5,4.7,4.5,4.85,4.3
3279,2028878,4.55,4.45,4.45,4.4,4.3,5.0,4.55
3280,2028878,4.74,4.79,4.76,4.76,4.76,4.97,4.59
3281,3825472,5.0,5.0,5.0,5.0,5.0,5.0,4.75
3282,259584738,4.7,4.61,4.55,4.6,4.61,4.94,4.55
3283,3678603,4.88,4.88,4.38,5.0,5.0,4.88,4.75
3284,12782398,4.63,4.83,4.63,4.96,4.96,4.67,4.58
3285,70385825,4.78,5.0,5.0,5.0,5.0,4.89,4.67
3286,48013344,4.5,4.5,5.0,5.0,4.5,5.0,4.5
3287,2659319,4.83,4.84,4.92,4.98,4.97,4.86,4.81
3288,92405146,5.0,5.0,5.0,4.5,5.0,5.0,5.0
3289,260372695,4.95,4.9,4.85,5.0,5.0,4.95,4.9
3290,44276500,4.86,4.71,4.71,4.71,4.86,4.43,4.71
3291,56331584,4.96,4.92,4.88,4.83,4.96,4.83,4.71
3292,21904756,5.0,5.0,4.94,5.0,5.0,5.0,4.88
3293,53959654,4.8,4.8,4.6,4.8,4.8,4.0,4.8
3294,12249725,4.92,4.85,4.85,4.92,5.0,4.62,4.69
3295,4062774,4.0,4.5,3.5,4.67,4.67,4.5,3.83
3296,13068629,4.88,4.87,4.76,4.97,4.94,4.78,4.67
3297,22473934,5.0,4.93,4.93,5.0,5.0,5.0,4.86
3298,91420630,5.0,5.0,5.0,4.67,5.0,5.0,4.67
3299,85071264,4.8,4.7,4.5,4.7,4.8,4.6,4.6
3300,260931098,5.0,5.0,5.0,5.0,5.0,5.0,4.8
3301,808981,4.94,4.97,4.99,4.99,5.0,4.97,4.79
3302,11086724,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3303,2965464,5.0,5.0,4.5,5.0,5.0,4.25,4.75
3304,20254262,4.88,4.82,4.92,4.91,4.92,4.85,4.69
3305,45121279,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3306,3960965,4.93,5.0,4.93,5.0,5.0,4.79,4.86
3307,4849545,5.0,5.0,4.8,5.0,5.0,4.6,4.6
3308,4271294,5.0,5.0,5.0,5.0,5.0,4.67,5.0
3309,39421127,4.7,4.7,4.6,4.7,4.8,4.8,4.2
3310,261592357,4.77,4.85,4.62,4.69,4.92,4.77,4.31
3311,41289025,4.93,4.71,4.71,4.79,4.79,4.79,4.71
3312,73872615,,,,,,,
3313,261838195,4.92,4.92,4.67,4.92,4.92,5.0,5.0
3314,28322092,4.91,5.0,4.82,5.0,5.0,5.0,4.64
3315,260802154,4.85,4.86,4.77,4.92,4.94,4.86,4.61
3316,8088712,4.8,4.88,4.92,4.92,4.96,4.84,4.56
3317,14482027,5.0,5.0,5.0,5.0,5.0,5.0,4.5
3318,257554404,3.0,3.0,4.0,3.0,1.0,5.0,4.0
3319,262821516,4.9,5.0,5.0,4.8,5.0,4.8,4.8
3320,262928882,4.54,4.66,4.4,4.63,4.83,4.66,4.63
3321,5541264,5.0,4.93,5.0,5.0,5.0,4.53,4.93
3322,227579844,4.8,5.0,4.6,5.0,5.0,4.8,4.8
3323,55655801,5.0,5.0,5.0,5.0,5.0,5.0,4.8
3324,49176032,4.67,4.33,4.67,5.0,4.5,5.0,4.33
3325,10116021,5.0,4.94,4.82,5.0,5.0,5.0,4.76
3326,68798024,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3327,108659794,4.88,4.94,4.78,4.96,4.97,4.91,4.78
3328,108755153,4.79,4.96,4.92,4.75,4.92,4.96,4.58
3329,264430076,4.88,4.94,4.96,4.96,4.98,4.82,4.74
3330,43514574,4.67,4.89,4.67,4.67,4.78,4.89,4.44
3331,67964061,4.77,4.71,4.42,4.74,4.77,5.0,4.74
3332,2156587,5.0,5.0,5.0,5.0,5.0,5.0,4.67
3333,257413120,5.0,5.0,4.5,5.0,5.0,5.0,4.75
3334,1518049,,,,,,,
3335,6764968,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3336,163592969,4.92,4.92,4.86,4.88,4.88,4.47,4.73
3337,2431130,4.0,4.33,3.67,5.0,4.33,4.67,4.0
3338,19965139,4.63,4.5,4.0,4.75,4.5,4.38,4.0
3339,12343147,4.64,4.83,4.53,4.95,4.97,4.97,4.62
3340,78871269,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3341,497550,5.0,5.0,5.0,5.0,5.0,5.0,5.0
3342,185453234,4.88,4.88,4.25,4.88,4.75,4.88,4.5
3343,157500226,4.95,4.89,4.84,4.95,5.0,4.95,4.68
3344,144091903,4.63,4.88,4.25,4.63,4.88,4.88,4.38
3345,203731852,4.85,4.81,4.81,4.77,4.92,4.85,4.65
3346,264748709,5.0,5.0,4.94,4.94,4.94,4.72,4.89
3347,3494191,5.0,5.0,5.0,5.0,5.0,4.5,4.5
3348,95158280,4.69,4.94,4.81,5.0,4.94,4.81,4.56
3349,266009160,4.9,4.9,5.0,4.9,4.9,4.9,4.5
3350,56319673,5.0,5.0,4.63,5.0,5.0,5.0,4.63
3351,266093770,5.0,5.0,5.0,4.8,5.0,5.0,5.0
3352,7504273,5.0,4.91,5.0,5.0,5.0,4.55,4.73
